DOI,Layer,Indegree,Direct,Freq,Seed,Citation_Count,Score
10.1016/0166-2236(90)90109-n,3,1,0,1,0,583,2.6601
10.1046/j.1460-9568.2003.02415.x,3,1,0,1,0,57,1.6196
10.1016/j.neuroscience.2006.01.030,3,1,0,1,0,77,1.5923
10.1002/cne.21202,3,1,0,1,0,34,1.6581
10.1146/annurev.neuro.21.1.149,3,1,0,1,0,1569,7.5379
10.1146/annurev.neuro.23.1.393,3,1,0,1,0,951,4.5819
10.1146/annurev.ne.10.030187.000435,3,1,0,1,0,415,2.3735
10.1016/0306-4522(96)00132-7,3,1,0,1,0,38,1.8904
10.1016/0306-4522(91)90003-7,3,1,0,1,0,303,2.0658
10.1038/1124,3,1,0,1,0,861,4.1707
10.1146/annurev.neuro.23.1.473,3,1,0,1,0,1066,5.1177
10.1046/j.1471-4159.1997.68020691.x,3,1,0,1,0,74,1.8597
10.1037/0735-7044.110.5.905,3,1,0,1,0,70,1.8622
10.1523/jneurosci.20-22-j0003.2000,3,1,0,1,0,294,2.0458
10.1523/jneurosci.18-04-01270.1998,3,1,0,1,0,138,1.8483
10.1126/science.290.5491.533,3,1,0,1,0,826,4.0133
10.1126/science.279.5357.1714,3,1,0,1,0,994,4.781
10.1016/0166-2236(82)90219-3,3,1,0,1,0,164,1.8597
10.1016/s0896-6273(00)80821-1,3,1,0,1,0,1913,8.9711
10.1126/science.252.5009.1177,3,1,0,1,0,704,3.4788
10.1038/383621a0,3,1,0,1,0,538,2.805
10.1016/0006-8993(86)91290-4,3,1,0,1,0,61,1.8688
10.1038/nn1587,3,1,0,1,0,278,1.7984
10.1146/annurev.neuro.22.1.241,3,1,0,1,0,381,2.056
10.1146/annurev.neuro.26.010302.081134,3,1,0,1,0,227,1.7153
10.1038/nrn1058,3,1,0,1,0,478,2.378
10.1093/cercor/4.3.247,3,1,0,1,0,122,1.6604
10.1523/jneurosci.12-06-02331.1992,3,1,0,1,0,467,2.3385
10.1523/jneurosci.23-02-00632.2003,3,1,0,1,0,224,1.7115
10.1152/jn.2001.86.4.1916,3,1,0,1,0,1426,6.4094
10.1146/annurev.neuro.26.041002.131052,3,1,0,1,0,779,3.6233
10.1017/s0952523800010269,3,1,0,1,0,478,2.378
10.1038/nn1094,3,1,0,1,0,185,1.6736
10.1111/1467-9280.00067,3,1,0,1,0,1052,4.8874
10.1093/cercor/bhg097,3,1,0,1,0,485,2.4034
10.1093/ietfec/e88-a.10.2496,3,1,0,1,0,15,1.7733
10.1037/0033-295x.111.2.333,3,1,0,1,0,842,3.9083
10.1152/jn.1967.30.1.35,3,1,0,1,0,248,1.8581
10.1038/355542a0,3,1,0,1,0,233,1.8297
10.1038/366467a0,3,1,0,1,0,318,2.0231
10.1038/37975,3,2,0,2,0,277,2.5868
10.1523/jneurosci.18-17-07015.1998,3,1,0,1,0,322,2.0339
10.1016/s0166-4115(08)61370-9,3,1,0,1,0,25,1.7528
10.1016/0010-0277(94)90026-4,3,1,0,1,0,60,1.7219
10.1901/jeab.1961.4-267,3,1,0,1,0,1682,8.1398
10.1037/0033-2909.83.6.1131,3,1,0,1,0,203,1.7811
10.1037/0033-295x.85.5.436,3,1,0,1,0,130,1.7137
10.1086/409852,3,1,0,1,0,2188,10.6467
10.1017/cbo9780511809477,3,1,0,1,0,6966,36.5239
10.1016/b978-0-12-662650-6.50011-8,3,1,0,1,0,166,1.7375
10.1146/annurev.es.02.110171.002101,3,1,0,1,0,2324,11.3239
10.1101/sqb.1990.055.01.068,3,1,0,1,0,145,1.7213
10.1038/35135,3,1,0,1,0,807,3.9382
10.1073/pnas.93.2.628,3,1,0,1,0,552,2.8355
10.1007/bf00271862,3,1,0,1,0,760,3.7262
10.1038/386167a0,3,1,0,1,0,867,4.2128
10.1002/cphy.cp010512,3,1,0,1,0,78,2.4069
10.1007/bf00248552,3,1,0,1,0,199,2.4444
10.1016/0959-4388(93)90206-e,3,1,0,1,0,234,2.4832
10.1016/s0010-9452(13)80188-8,3,1,0,1,0,66,2.4115
10.1159/000210464,3,1,0,1,0,449,2.9508
10.1126/science.285.5425.257,3,1,0,1,0,551,3.2763
10.1152/jn.2001.85.2.539,3,1,0,1,0,80,2.4062
10.1152/jn.2000.83.4.2374,3,1,0,1,0,132,2.4047
10.1038/381697a0,3,1,0,1,0,202,2.4472
10.1212/wnl.50.5.1253,3,1,0,1,0,446,2.9421
10.1152/jn.1996.76.3.1457,3,1,0,1,0,78,2.4069
10.1126/science.273.5281.1544,3,1,0,1,0,179,2.4277
10.1038/416632a,3,1,0,1,0,506,3.1265
10.1152/jn.1981.46.4.755,3,1,0,1,0,601,3.4526
10.1007/s002210050890,3,1,0,1,0,53,2.4183
10.1152/jn.1998.79.6.2919,3,1,0,1,0,523,3.182
10.1038/10223,3,1,0,1,0,894,4.6289
10.1038/383618a0,3,1,0,1,0,315,2.6169
10.1016/s0896-6273(00)00073-8,3,1,0,1,0,115,2.402
10.1002/cne.902320403,3,1,0,1,0,236,4.2453
10.1523/jneurosci.10-04-01176.1990,3,1,0,1,0,467,4.497
10.1146/annurev.neuro.20.1.303,3,1,0,1,0,1031,6.0816
10.1093/oso/9780198542841.003.0020,3,1,0,1,0,13,4.2977
10.1523/jneurosci.11-01-00168.1991,3,2,0,2,0,440,3.6076
10.1152/jn.1991.66.3.1095,3,1,0,1,0,340,4.3218
10.1152/jn.1991.66.3.1109,3,1,0,1,0,309,4.2924
10.1016/0028-3932(86)90075-8,3,1,0,1,0,280,4.27
10.1152/jn.1995.73.2.886,3,1,0,1,0,117,4.2364
10.1007/978-3-642-60661-8_33,3,1,0,1,0,27,4.2857
10.1038/375232a0,3,1,0,1,0,249,4.2514
10.1152/jn.1985.53.3.603,3,1,0,1,0,1087,6.2875
10.1152/jn.1994.71.3.1266,3,1,0,1,0,69,4.2568
10.1093/cercor/6.3.319,3,1,0,1,0,257,4.2557
10.1016/0028-3932(91)90008-v,3,1,0,1,0,249,4.2514
10.1016/s0926-6410(96)00046-8,3,1,0,1,0,159,4.2298
10.1152/jn.1993.69.3.902,3,1,0,1,0,532,4.6186
10.1152/jn.1996.76.5.2841,3,2,0,2,0,508,3.6838
10.1002/cne.902690307,3,1,0,1,0,316,4.2986
10.1016/0028-3932(94)90152-x,3,1,0,1,0,178,4.2304
10.1016/j.neuron.2004.11.017,3,1,0,1,0,105,4.2872
10.1038/nature04982,3,1,0,1,0,284,4.16
10.1152/jn.00130.2005,3,1,0,1,0,15,4.4199
10.1002/cne.902960106,3,1,0,1,0,576,4.3643
10.1016/0959-4388(92)90143-9,3,1,0,1,0,91,4.305
10.1002/cne.902410309,3,1,0,1,0,195,4.1996
10.1038/373518a0,3,1,0,1,0,170,4.2192
10.1111/j.2044-8317.1965.tb00342.x,3,1,0,1,0,95,4.2998
10.1523/jneurosci.18-18-07519.1998,3,1,0,1,0,394,4.1777
10.1523/jneurosci.5007-03.2004,3,1,0,1,0,116,4.274
10.1002/cne.902990404,3,1,0,1,0,433,4.2016
10.1038/33688,3,1,0,1,0,218,4.1848
10.1016/s0896-6273(01)00303-8,3,1,0,1,0,990,5.3796
10.1046/j.1460-9568.2002.02207.x,3,1,0,1,0,189,4.204
10.1046/j.1460-9568.2002.02206.x,3,1,0,1,0,281,4.1606
10.1017/s0952523898153166,3,1,0,1,0,31,4.3932
10.1016/0006-8993(71)90494-x,3,1,0,1,0,446,3.0512
10.1113/jphysiol.1974.sp010452,3,1,0,1,0,705,3.884
10.1152/jn.1981.45.3.397,3,1,0,1,0,187,2.6348
10.1152/jn.1984.52.6.1106,3,1,0,1,0,787,4.1981
10.1038/341052a0,3,1,0,1,0,882,4.5818
10.1152/jn.1984.51.1.16,3,1,0,1,0,418,2.9815
10.1152/jn.1968.31.5.659,3,1,0,1,0,515,3.2427
10.1113/jphysiol.1975.sp011034,3,1,0,1,0,193,2.6379
10.1523/jneurosci.08-05-01712.1988,3,1,0,1,0,409,2.9602
10.1523/jneurosci.09-07-02432.1989,3,1,0,1,0,897,4.644
10.1152/jn.1986.55.6.1308,3,1,0,1,0,257,2.6918
10.1152/jn.1989.62.1.31,3,1,0,1,0,159,2.6249
10.1152/jn.1988.60.2.604,3,1,0,1,0,505,3.2133
10.1523/jneurosci.05-03-00825.1985,3,1,0,1,0,447,3.0538
10.1037/h0027577,3,1,0,1,0,1573,7.5094
10.1037/0033-295x.94.2.115,3,3,0,3,0,3487,19.2718
10.1016/0010-0285(88)90024-2,3,2,0,2,0,465,2.6825
10.1037/h0041727,3,1,0,1,0,290,2.2441
10.1016/0010-0285(73)90004-2,3,1,0,1,0,2708,13.5011
10.1207/s15516709cog0502_2,3,1,0,1,0,3196,16.9928
10.1017/s0022226700005363,3,1,0,1,0,65,2.1561
10.1037/0096-3445.115.2.107,3,2,0,2,0,1247,5.4873
10.1525/ae.1978.5.1.02a00060,3,1,0,1,0,85,2.1399
10.1037/0022-3514.60.3.348,3,1,0,1,0,135,2.1198
10.1016/0010-0285(84)90009-4,3,2,0,2,0,329,2.433
10.1016/s0022-5371(84)90170-1,3,1,0,1,0,125,2.1214
10.2307/1129660,3,1,0,1,0,150,2.1196
10.1146/annurev.ps.32.020181.000513,3,1,0,1,0,1081,5.178
10.1037/0033-295x.92.3.289,3,1,0,1,0,1501,7.162
10.1016/s0022-5371(82)90412-1,3,1,0,1,0,171,2.1238
10.1016/0010-0285(76)90013-x,3,4,0,4,0,3262,22.7898
10.1111/j.1540-4560.1985.tb01130.x,3,1,0,1,0,383,2.4387
10.1016/s0020-7373(85)80064-x,3,1,0,1,0,138,2.1195
10.3406/psy.1968.27596,3,1,0,1,0,13,2.2193
10.1037/0097-7403.14.1.43,3,1,0,1,0,61,2.5343
10.1097/00001756-199801260-00023,3,3,0,3,0,140,3.0107
10.1037/0097-7403.2.4.285,3,1,0,1,0,248,2.33
10.1126/science.146.3643.549,3,1,0,1,0,377,1.9935
10.1037/0033-2909.112.3.500,3,2,0,2,0,205,2.5527
10.1037/0097-7403.14.3.247,3,3,0,3,0,76,3.1431
10.1037/0097-7403.10.4.564,3,1,0,1,0,33,2.5894
10.1037/0097-7403.13.2.136,3,1,0,1,0,37,2.5812
10.1523/jneurosci.10-11-03543.1990,3,1,0,1,0,149,2.4071
10.1007/bf02382403,3,1,0,1,0,52,2.5513
10.1523/jneurosci.17-20-07902.1997,3,1,0,1,0,70,2.0917
10.1038/380499a0,3,1,0,1,0,1085,5.1666
10.1523/jneurosci.04-08-02051.1984,3,4,0,4,0,1066,5.4435
10.1523/jneurosci.12-02-00408.1992,3,1,0,1,0,179,1.9813
10.1093/cercor/5.3.270,3,1,0,1,0,191,1.9781
10.1146/annurev.ne.19.030196.003045,3,3,0,3,0,898,4.2829
10.1016/0166-4328(94)90057-4,3,1,0,1,0,26,2.1743
10.1038/331068a0,3,1,0,1,0,670,2.6143
10.1016/0166-4328(95)00227-8,3,1,0,1,0,92,2.0581
10.1152/jn.1994.71.3.1206,3,1,0,1,0,70,2.0917
10.1152/jn.1995.73.2.713,3,1,0,1,0,400,2.2059
10.1088/0954-898x_1_4_002,3,1,0,1,0,99,2.0486
10.1523/jneurosci.16-15-04757.1996,3,1,0,1,0,160,1.9901
10.1016/0006-8993(78)90584-x,3,1,0,1,0,585,2.3912
10.1002/cne.902900402,3,1,0,1,0,113,2.0312
10.1002/cne.903430308,3,1,0,1,0,265,1.9991
10.1093/cercor/8.6.510,3,2,0,2,0,288,2.2009
10.1016/0893-6080(95)00053-4,3,1,0,1,0,51,1.8589
10.1016/s0734-189x(87)80014-2,3,1,0,1,0,1922,13.9842
10.3758/bf03206880,3,1,0,1,0,319,1.8595
10.1152/jn.1994.71.3.856,3,2,0,2,0,593,3.3034
10.1016/s0079-6123(08)60379-9,3,1,0,1,0,227,1.7452
10.1242/jeb.146.1.21,3,1,0,1,0,452,1.9825
10.1017/s095252380000804x,3,1,0,1,0,274,1.7896
10.1006/cogp.1999.0728,3,1,0,1,0,292,1.8145
10.1152/jn.1992.68.1.70,3,1,0,1,0,241,1.7552
10.1068/p210147,3,1,0,1,0,67,1.8312
10.1080/14640748908402394,3,1,0,1,0,221,1.7418
10.1016/s0042-6989(97)00462-8,3,1,0,1,0,121,1.7618
10.1111/j.1467-9280.1994.tb00500.x,3,1,0,1,0,486,2.0062
10.3758/bf03206016,3,1,0,1,0,31,1.8978
10.1038/35003571,3,1,0,1,0,83,2.6102
10.1098/rstb.1992.0003,3,1,0,1,0,596,3.6267
10.1007/978-3-642-65495-4_11,3,1,0,1,0,77,2.6112
10.1038/35036228,3,1,0,1,0,1582,7.9299
10.1126/science.273.5281.1542,3,1,0,1,0,170,2.6357
10.1023/a:1008170818506,3,1,0,1,0,48,2.6207
10.1523/jneurosci.16-16-05154.1996,3,1,0,1,0,1130,5.8271
10.1097/00001756-199208000-00018,3,1,0,1,0,203,2.6643
10.1523/jneurosci.19-13-05493.1999,3,1,0,1,0,371,2.9541
10.1016/s0896-6273(00)80658-3,3,1,0,1,0,480,3.248
10.7208/chicago/9780226471013.001.0001,3,1,0,1,0,6654,38.4076
10.1038/380069a0,3,1,0,1,0,1185,6.0762
10.1016/0010-0277(89)90036-x,3,1,0,1,0,405,3.5924
10.1016/0010-0285(87)90013-2,3,1,0,1,0,143,3.4896
10.1111/j.1467-9280.1990.tb00209.x,3,1,0,1,0,143,3.4896
10.1073/pnas.89.1.60,3,2,0,2,0,472,3.1939
10.1016/0042-6989(92)90102-o,3,1,0,1,0,276,3.4801
10.1038/343263a0,3,1,0,1,0,642,4.0704
10.1016/s0960-9822(00)00089-0,3,1,0,1,0,222,3.4684
10.1126/science.247.4945.978,3,1,0,1,0,756,4.3985
10.1152/jn.1981.46.2.369,3,1,0,1,0,957,5.0847
10.1007/bf00279674,3,1,0,1,0,133,3.4955
10.1152/jn.1987.57.1.132,3,2,0,2,0,306,3.1542
10.1038/335817a0,3,1,0,1,0,574,3.902
10.1152/jn.1991.66.1.170,3,2,0,2,0,559,3.4071
10.1038/360343a0,3,1,0,1,0,490,3.7271
10.1152/jn.1993.70.3.1115,3,1,0,1,0,72,3.5469
10.1098/rspb.1985.0003,3,1,0,1,0,583,3.923
10.1016/s0960-9822(95)00096-0,3,1,0,1,0,12,1.9753
10.1016/s0042-6989(96)00286-6,3,1,0,1,0,665,2.8148
10.1068/p190773,3,1,0,1,0,54,1.8951
10.1523/jneurosci.14-11-06336.1994,3,2,0,2,0,766,4.0376
10.1016/s0926-6410(96)00041-9,3,1,0,1,0,170,1.7886
10.1523/jneurosci.17-11-04302.1997,3,2,0,2,0,5928,38.0341
10.1152/jn.1995.74.3.1192,3,2,0,2,0,554,3.2971
10.1093/brain/115.1.15,3,2,0,2,0,1099,5.4261
10.1098/rstb.1992.0007,3,1,0,1,0,132,1.8034
10.1212/wnl.32.4.331,3,2,0,2,0,757,4.0031
10.1016/0042-6989(94)00273-o,3,1,0,1,0,260,1.8347
10.1080/14640749308401064,3,2,0,2,0,180,2.6188
10.1016/0166-2236(85)90051-7,3,1,0,1,0,69,1.8714
10.1016/0166-2236(90)90184-c,3,1,0,1,0,218,1.7992
10.1146/annurev.ne.13.030190.000513,3,1,0,1,0,349,1.9838
10.1002/hbm.460030207,3,1,0,1,0,57,1.8901
10.1111/1467-9280.00145,3,1,0,1,0,39,2.7912
10.1152/jn.1994.71.2.821,3,1,0,1,0,421,3.2713
10.1038/9224,3,1,0,1,0,886,4.9243
10.1162/jocn.1997.9.5.605,3,1,0,1,0,870,4.858
10.1097/00001756-199901180-00035,3,1,0,1,0,192,2.8402
10.1093/cercor/2.5.375,3,1,0,1,0,210,2.8596
10.1162/jocn.1997.9.5.555,3,1,0,1,0,485,3.4517
10.1073/pnas.96.16.9379,3,1,0,1,0,674,4.0877
10.1162/089892998562799,3,1,0,1,0,40,2.7909
10.1080/02643298708252038,3,1,0,1,0,315,3.025
10.1162/089892999563472,3,1,0,1,0,234,2.8897
10.1037/h0027474,3,1,0,1,0,1864,9.4123
10.1080/14640749308401045,3,1,0,1,0,1492,7.6414
10.1146/annurev.ne.18.030195.001205,3,1,0,1,0,5942,41.855
10.1038/380621a0,3,1,0,1,0,397,2.4796
10.1037/0033-295x.96.1.145,3,1,0,1,0,469,2.6849
10.1038/379549a0,3,1,0,1,0,665,3.3807
10.1126/science.2772635,3,1,0,1,0,435,2.5837
10.1016/0042-6989(82)90010-4,3,1,0,1,0,81,2.1471
10.1016/0042-6989(84)90044-0,3,1,0,1,0,153,2.1247
10.1152/jn.1990.64.2.351,3,1,0,1,0,127,2.1257
10.1007/978-1-4757-1904-8,3,1,0,1,0,6081,43.1951
10.1177/0883073891006001s11,3,1,0,1,0,105,2.1328
10.1126/science.270.5237.764,3,1,0,1,0,234,2.1729
10.1152/jn.1998.80.6.2918,3,1,0,1,0,546,2.5968
10.1152/jn.1997.78.1.199,3,1,0,1,0,64,1.895
10.1038/77722,3,1,0,1,0,74,1.8805
10.1007/bf00237333,3,1,0,1,0,118,1.8322
10.1097/00001756-199806220-00045,3,1,0,1,0,80,1.8725
10.1093/cercor/4.5.455,3,1,0,1,0,110,1.8391
10.1007/bf00241967,3,1,0,1,0,173,1.8086
10.1037/0096-1523.13.3.449,3,1,0,1,0,65,1.8935
10.1152/jn.1995.73.1.218,3,1,0,1,0,319,1.9463
10.1152/jn.1998.80.1.324,3,1,0,1,0,274,1.8744
10.1016/0042-6989(94)00279-u,3,1,0,1,0,943,3.949
10.1152/jn.1985.53.4.926,3,1,0,1,0,449,2.2716
10.1016/s0166-2236(96)10070-9,3,1,0,1,0,1109,4.9245
10.1101/sqb.1996.061.01.006,3,1,0,1,0,70,1.8862
10.1093/cercor/4.5.523,3,1,0,1,0,148,1.8141
10.1037/0033-295x.98.3.409,3,1,0,1,0,576,2.3322
10.3758/bf03196968,3,1,0,1,0,1021,4.9151
10.1364/josaa.10.000759,3,1,0,1,0,12,1.9516
10.1037/0096-1523.18.1.121,3,1,0,1,0,188,1.7523
10.1037/0096-1523.21.6.1506,3,1,0,1,0,98,1.8032
10.1037/0278-7393.13.4.640,3,1,0,1,0,151,1.7593
10.1113/jphysiol.1969.sp008862,3,1,0,1,0,1549,9.7376
10.3758/bf03197620,3,1,0,1,0,26,1.9216
10.1037/0033-295x.83.1.1,3,1,0,1,0,891,3.9057
10.1007/978-94-009-4420-6_17,3,1,0,1,0,21,1.9321
10.2307/1292061,3,1,0,1,0,109,1.7909
10.1109/tcom.1983.1095851,3,1,0,1,0,4377,37.6256
10.1113/jphysiol.1968.sp008574,3,1,0,1,0,2286,16.9124
10.1109/tpami.1986.4767851,3,1,0,1,0,21513,208.2986
10.1098/rstb.1992.0012,3,1,0,1,0,207,1.7564
10.1148/radiology.138.2.7455116,3,1,0,1,0,55,1.8663
10.1037/0033-2909.111.2.291,3,1,0,1,0,106,1.7941
10.1073/pnas.93.21.12046,3,1,0,1,0,32,1.9094
10.1016/0042-6989(75)90098-x,3,1,0,1,0,406,3.4861
10.1152/jappl.1966.21.3.1068,3,1,0,1,0,638,4.1966
10.1109/tbmel.1963.4322822,3,1,0,1,0,830,4.9191
10.1152/jn.1969.32.5.727,3,1,0,1,0,216,3.1175
10.1111/j.1460-9568.2006.04888.x,3,1,0,1,0,322,2.4629
10.1098/rstb.1971.0078,3,2,0,2,0,2051,9.8754
10.1037/h0044212,3,1,0,1,0,224,2.2865
10.1126/science.153.3742.1351,3,1,0,1,0,1152,5.7211
10.1038/nature01964,3,1,0,1,0,1046,5.2322
10.1126/science.8351520,3,2,0,2,0,1836,9.735
10.1523/jneurosci.15-11-07079.1995,3,1,0,1,0,545,3.1292
10.1523/jneurosci.2864-06.2007,3,1,0,1,0,195,2.2524
10.1523/jneurosci.21-05-01635.2001,3,1,0,1,0,401,2.664
10.1038/nrn1385,3,1,0,1,0,495,2.9558
10.1016/s0896-6273(00)00135-5,3,1,0,1,0,418,2.713
10.1093/cercor/6.2.81,3,5,0,5,0,707,4.9935
10.1126/science.1589772,3,3,0,3,0,967,5.4132
10.1523/jneurosci.16-09-03056.1996,3,5,0,5,0,471,4.4349
10.1126/science.274.5288.771,3,1,0,1,0,389,4.0605
10.1002/cne.903130404,3,1,0,1,0,698,4.5795
10.1016/0304-3940(90)90069-l,3,1,0,1,0,204,4.0155
10.1523/jneurosci.17-17-06783.1997,3,1,0,1,0,297,4.0112
10.1016/0306-4522(92)90516-5,3,1,0,1,0,13,4.1921
10.1146/annurev.neuro.20.1.185,3,2,0,2,0,1010,5.633
10.1152/ajplegacy.1941.135.2.281,3,1,0,1,0,491,4.1751
10.1523/jneurosci.09-08-02907.1989,3,3,0,3,0,543,5.7202
10.1098/rstb.1997.0139,3,2,0,2,0,238,4.8947
10.1152/jn.1961.24.1.26,3,1,0,1,0,115,4.0705
10.1152/jn.1961.24.1.50,3,1,0,1,0,90,4.0947
10.1152/jn.1985.54.6.1473,3,1,0,1,0,460,4.1338
10.1152/jn.1987.57.1.260,3,1,0,1,0,513,4.2076
10.1126/science.8235588,3,1,0,1,0,2815,13.4966
10.1523/jneurosci.13-08-03252.1993,3,1,0,1,0,1540,7.6033
10.1523/jneurosci.13-08-03266.1993,3,1,0,1,0,731,4.6623
10.1038/35094565,3,1,0,1,0,2698,12.8882
10.1126/science.1070502,3,1,0,1,0,649,4.3982
10.1073/pnas.161274398,3,2,0,2,0,123,4.2816
10.1126/science.1071111,3,1,0,1,0,283,3.9475
10.1152/jn.2001.86.1.1,3,1,0,1,0,402,4.0074
10.1016/s0896-6273(02)00586-x,3,1,0,1,0,2695,12.8738
10.1523/jneurosci.15-01-00030.1995,3,1,0,1,0,927,5.172
10.1016/0031-9384(92)90134-n,3,1,0,1,0,29,3.8027
10.1111/j.1460-9568.1993.tb00493.x,3,1,0,1,0,40,3.7879
10.1152/jn.1995.73.1.20,3,1,0,1,0,172,3.6716
10.1126/science.8511592,3,1,0,1,0,402,3.7527
10.1101/lm.46502,3,1,0,1,0,193,3.6639
10.1162/089892904322755557,3,1,0,1,0,100,3.7208
10.1016/s0301-0082(03)00018-2,3,1,0,1,0,171,3.672
10.1038/382252a0,3,1,0,1,0,815,4.6809
10.1007/bf00711551,3,1,0,1,0,116,3.7068
10.1523/jneurosci.23-34-10897.2003,3,1,0,1,0,246,3.658
10.1146/annurev.ps.41.020190.003013,3,1,0,1,0,153,3.6811
10.2466/pms.1972.34.1.283,3,1,0,1,0,53,3.7714
10.1093/sleep/2.2.193,3,1,0,1,0,14,3.8241
10.1016/s0169-328x(98)00057-6,3,1,0,1,0,73,3.7481
10.1016/s0006-8993(00)03008-0,3,1,0,1,0,277,3.6636
10.1093/sleep/23.4.9,3,1,0,1,0,106,3.7153
10.1016/s0896-6273(03)00814-6,3,1,0,1,0,533,3.9531
10.1152/jn.1997.78.1.335,3,1,0,1,0,118,3.7052
10.1038/304111a0,3,2,0,2,0,623,3.6338
10.1101/lm.73504,3,5,0,5,0,266,4.2207
10.1111/j.2517-6161.1995.tb02031.x,3,1,0,1,0,82557,811.8593
10.1214/aos/1013699998,3,1,0,1,0,7635,65.5133
10.1038/35036213,3,2,0,2,0,1312,6.1733
10.1523/jneurosci.17-05-01880.1997,3,1,0,1,0,586,2.7757
10.1038/nn1788,3,1,0,1,0,118,1.7356
10.1073/pnas.0700222104,3,1,0,1,0,91,1.7553
10.1038/304158a0,3,1,0,1,0,335,1.9505
10.1002/hipo.20106,3,1,0,1,0,261,1.807
10.1016/j.neuron.2006.10.023,3,2,0,2,0,422,2.7214
10.1371/journal.pbio.0030402,3,1,0,1,0,870,3.9971
10.1126/science.1585183,3,2,0,2,0,1949,10.0054
10.1037/0735-7044.109.2.195,3,1,0,1,0,381,2.0687
10.1002/1098-1063(2000)10:4<438::aid-hipo10>3.0.co;2-3,3,1,0,1,0,271,1.8226
10.1016/j.neuron.2008.01.036,3,2,0,2,0,142,2.3353
10.1126/science.1529342,3,1,0,1,0,261,6.9137
10.1037/0735-7044.99.6.1040,3,1,0,1,0,259,6.9129
10.1113/jphysiol.1973.sp010274,3,1,0,1,0,1128,8.4599
10.1523/jneurosci.14-10-06160.1994,3,1,0,1,0,286,6.9245
10.1126/science.164.3881.828,3,1,0,1,0,306,6.9349
10.1016/s0893-6080(05)80042-5,3,1,0,1,0,53,6.912
10.1016/0006-8993(87)90496-3,3,1,0,1,0,75,6.9046
10.1016/0006-8993(78)90030-6,3,1,0,1,0,508,7.1191
10.1098/rstb.1990.0164,3,1,0,1,0,203,6.8972
10.1016/s0006-3495(67)86597-4,3,1,0,1,0,1048,8.2327
10.1146/annurev.ne.10.030187.001023,3,1,0,1,0,464,7.0669
10.1088/0954-898x_2_4_004,3,1,0,1,0,200,6.8967
10.1152/jn.1972.35.2.230,3,1,0,1,0,60,6.9095
10.1152/jn.1988.60.3.909,3,1,0,1,0,255,3.7242
10.1152/jn.1993.70.4.1629,3,1,0,1,0,441,3.9485
10.1152/jn.1989.61.5.900,3,1,0,1,0,885,5.1773
10.1023/a:1008861001091,3,2,0,2,0,53,3.3437
10.1523/jneurosci.18-24-10464.1998,3,1,0,1,0,3768,18.5276
10.1162/neco.1996.8.1.85,3,2,0,2,0,271,3.0228
10.1126/science.290.5492.812,3,2,0,2,0,359,3.4215
10.1038/nn834,3,2,0,2,0,686,5.2979
10.1523/jneurosci.07-03-00774.1987,3,1,0,1,0,441,3.9485
10.1037/0735-7044.116.2.286,3,1,0,1,0,237,3.7144
10.1523/jneurosci.19-10-04090.1999,3,4,0,4,0,609,5.0894
10.1016/0306-4522(83)90010-6,3,1,0,1,0,552,4.1779
10.1016/s0896-6273(01)00186-6,3,1,0,1,0,864,5.1038
10.1126/science.275.5297.213,3,1,0,1,0,3131,15.395
10.1073/pnas.94.16.8918,3,1,0,1,0,421,3.9142
10.1016/s0896-6273(00)81072-7,3,1,0,1,0,411,3.898
10.1038/nature00807,3,1,0,1,0,554,4.1827
10.1016/s0959-4388(99)80025-7,3,1,0,1,0,97,5.2539
10.1038/nn1202,3,2,0,2,0,143,3.9985
10.1126/science.271.5257.1870,3,1,0,1,0,922,6.2631
10.1126/science.1073538,3,1,0,1,0,338,5.2367
10.1371/journal.pbio.0020024,3,1,0,1,0,195,5.2129
10.1016/s0896-6273(00)80773-4,3,2,0,2,0,839,4.7572
10.1016/j.tins.2004.12.001,3,1,0,1,0,356,5.2468
10.1523/jneurosci.19-21-09497.1999,3,1,0,1,0,746,5.8176
10.1093/brain/120.7.1173,3,1,0,1,0,992,5.1659
10.1006/nimg.2001.0806,3,1,0,1,0,393,3.8151
10.1093/cercor/12.9.893,3,1,0,1,0,88,3.922
10.1037/0096-3445.120.3.235,3,1,0,1,0,424,3.8387
10.1006/nimg.2002.1091,3,1,0,1,0,624,4.1321
10.1523/jneurosci.22-15-06830.2002,3,1,0,1,0,672,4.2353
10.1016/0166-4328(95)00012-i,3,1,0,1,0,263,3.7855
10.1016/s0896-6273(03)00095-3,3,1,0,1,0,631,4.1464
10.1523/jneurosci.17-12-04800.1997,3,1,0,1,0,259,3.7864
10.1016/0166-4328(95)00015-l,3,1,0,1,0,89,3.9207
10.1038/35084005,3,1,0,1,0,5039,29.4507
10.1016/j.conb.2007.02.006,3,1,0,1,0,223,2.5605
10.1126/science.1098180,3,1,0,1,0,526,3.3936
10.1016/0166-4328(95)00034-8,3,1,0,1,0,191,2.5109
10.1038/nn1369,3,1,0,1,0,88,2.4183
10.1101/lm.726008,3,2,0,2,0,234,2.7019
10.1038/nn.2337,3,1,0,1,0,662,3.9064
10.1007/bf00185879,3,1,0,1,0,12,2.2601
10.1093/brain/awn103,3,1,0,1,0,327,2.481
10.1038/nn1961,3,2,0,2,0,1037,5.2656
10.1016/s0896-6273(03)00752-9,3,1,0,1,0,451,2.8197
10.1038/nature04587,3,2,0,2,0,1366,6.7583
