DOI,Layer,Indegree,Direct,Freq,Citation_Count,Score
10.1152/jn.1995.73.2.886,3,1,0,1,117,0.677966
10.1007/978-3-642-60661-8_33,3,1,0,1,27,0.679123
10.1038/375232a0,3,1,0,1,249,0.678276
10.1152/jn.1985.53.3.603,3,1,0,1,1087,0.678642
10.1152/jn.1994.71.3.1266,3,1,0,1,69,0.678955
10.1093/cercor/6.3.319,3,1,0,1,257,0.678851
10.1016/0028-3932(91)90008-v,3,1,0,1,249,0.678353
10.1016/s0926-6410(96)00046-8,3,1,0,1,159,0.678672
10.1152/jn.1993.69.3.902,3,1,0,1,532,0.679025
10.1152/jn.1996.76.5.2841,3,2,0,2,508,0.655293
10.1002/cne.902690307,3,1,0,1,316,0.678347
10.1016/0028-3932(94)90152-x,3,1,0,1,178,0.678308
10.1016/j.neuron.2004.11.017,3,1,0,1,105,0.6711
10.1038/nature04982,3,1,0,1,284,0.665084
10.1152/jn.00130.2005,3,1,0,1,15,0.665803
10.1002/cne.902960106,3,1,0,1,576,0.666342
10.1016/0959-4388(92)90143-9,3,1,0,1,91,0.666436
10.1002/cne.902410309,3,1,0,1,195,0.666948
10.1038/373518a0,3,1,0,1,170,0.667152
10.1111/j.2044-8317.1965.tb00342.x,3,1,0,1,95,0.671686
10.1523/jneurosci.18-18-07519.1998,3,1,0,1,394,0.667899
10.1523/jneurosci.5007-03.2004,3,1,0,1,116,0.665968
10.1002/cne.902990404,3,1,0,1,433,0.666817
10.1038/33688,3,1,0,1,218,0.665987
10.1016/s0896-6273(01)00303-8,3,1,0,1,990,0.667645
10.1046/j.1460-9568.2002.02207.x,3,1,0,1,189,0.668161
10.1046/j.1460-9568.2002.02206.x,3,1,0,1,281,0.665091
10.1017/s0952523898153166,3,1,0,1,31,0.667665
10.1016/0006-8993(71)90494-x,3,1,0,1,446,0.653933
10.1113/jphysiol.1974.sp010452,3,1,0,1,705,0.654251
10.1152/jn.1981.45.3.397,3,1,0,1,187,0.65297
10.1152/jn.1984.52.6.1106,3,1,0,1,787,0.655021
10.1038/341052a0,3,1,0,1,882,0.654285
10.1152/jn.1984.51.1.16,3,1,0,1,418,0.654286
10.1152/jn.1968.31.5.659,3,1,0,1,515,0.654006
10.1113/jphysiol.1975.sp011034,3,1,0,1,193,0.653484
10.1523/jneurosci.08-05-01712.1988,3,1,0,1,409,0.654673
10.1523/jneurosci.09-07-02432.1989,3,1,0,1,897,0.655845
10.1152/jn.1986.55.6.1308,3,1,0,1,257,0.65468
10.1152/jn.1989.62.1.31,3,1,0,1,159,0.654492
10.1152/jn.1988.60.2.604,3,1,0,1,505,0.654223
10.1523/jneurosci.05-03-00825.1985,3,1,0,1,447,0.653647
10.1037/h0027577,3,1,0,1,1573,0.663415
10.1037/0033-295x.94.2.115,3,3,0,3,3487,0.658592
10.1016/0010-0285(88)90024-2,3,2,0,2,465,0.667677
10.1037/h0041727,3,1,0,1,290,0.664975
10.1016/0010-0285(73)90004-2,3,1,0,1,2708,0.661912
10.1207/s15516709cog0502_2,3,1,0,1,3196,0.659994
10.1017/s0022226700005363,3,1,0,1,65,0.662474
10.1037/0096-3445.115.2.107,3,2,0,2,1247,0.665414
10.1525/ae.1978.5.1.02a00060,3,1,0,1,85,0.665168
10.1037/0022-3514.60.3.348,3,1,0,1,135,0.665606
10.1016/0010-0285(84)90009-4,3,2,0,2,329,0.66684
10.1016/s0022-5371(84)90170-1,3,1,0,1,125,0.666
10.2307/1129660,3,1,0,1,150,0.663582
10.1146/annurev.ps.32.020181.000513,3,1,0,1,1081,0.664273
10.1037/0033-295x.92.3.289,3,1,0,1,1501,0.663139
10.1016/s0022-5371(82)90412-1,3,1,0,1,171,0.666295
10.1016/0010-0285(76)90013-x,3,4,0,4,3262,0.669271
10.1111/j.1540-4560.1985.tb01130.x,3,1,0,1,383,0.663635
10.1016/s0020-7373(85)80064-x,3,1,0,1,138,0.664494
10.3406/psy.1968.27596,3,1,0,1,13,0.6665
10.1037/0097-7403.14.1.43,3,1,0,1,61,0.650069
10.1097/00001756-199801260-00023,3,3,0,3,140,0.672691
10.1037/0097-7403.2.4.285,3,1,0,1,248,0.651658
10.1126/science.146.3643.549,3,1,0,1,377,0.652311
10.1037/0033-2909.112.3.500,3,2,0,2,205,0.65377
10.1037/0097-7403.14.3.247,3,3,0,3,76,0.666814
10.1037/0097-7403.10.4.564,3,1,0,1,33,0.651059
10.1037/0097-7403.13.2.136,3,1,0,1,37,0.65185
10.1523/jneurosci.10-11-03543.1990,3,1,0,1,149,0.651247
10.1007/bf02382403,3,1,0,1,52,0.650696
10.1523/jneurosci.17-20-07902.1997,3,1,0,1,70,0.661852
10.1038/380499a0,3,1,0,1,1085,0.662907
10.1523/jneurosci.04-08-02051.1984,3,4,0,4,1066,0.659994
10.1523/jneurosci.12-02-00408.1992,3,1,0,1,179,0.662915
10.1093/cercor/5.3.270,3,1,0,1,191,0.661549
10.1146/annurev.ne.19.030196.003045,3,3,0,3,898,0.675179
10.1016/0166-4328(94)90057-4,3,1,0,1,26,0.662373
10.1038/331068a0,3,1,0,1,670,0.662753
10.1016/0166-4328(95)00227-8,3,1,0,1,92,0.662485
10.1152/jn.1994.71.3.1206,3,1,0,1,70,0.66378
10.1152/jn.1995.73.2.713,3,1,0,1,400,0.662395
10.1088/0954-898x_1_4_002,3,1,0,1,99,0.663513
10.1523/jneurosci.16-15-04757.1996,3,1,0,1,160,0.662569
10.1016/0006-8993(78)90584-x,3,1,0,1,585,0.66239
10.1002/cne.902900402,3,1,0,1,113,0.662661
10.1002/cne.903430308,3,1,0,1,265,0.662371
10.1093/cercor/8.6.510,3,2,0,2,288,0.665667
10.1016/0893-6080(95)00053-4,3,1,0,1,51,0.665134
10.1016/s0734-189x(87)80014-2,3,1,0,1,1922,0.663534
10.3758/bf03206880,3,1,0,1,319,0.662113
10.1152/jn.1994.71.3.856,3,2,0,2,593,0.667142
10.1016/s0079-6123(08)60379-9,3,1,0,1,227,0.664906
10.1242/jeb.146.1.21,3,1,0,1,452,0.664147
10.1017/s095252380000804x,3,1,0,1,274,0.665747
10.1006/cogp.1999.0728,3,1,0,1,292,0.663652
10.1152/jn.1992.68.1.70,3,1,0,1,241,0.665562
10.1068/p210147,3,1,0,1,67,0.663326
10.1080/14640748908402394,3,1,0,1,221,0.664688
10.1016/s0042-6989(97)00462-8,3,1,0,1,121,0.660453
10.1111/j.1467-9280.1994.tb00500.x,3,1,0,1,486,0.662987
10.3758/bf03206016,3,1,0,1,31,0.665052
10.1038/35003571,3,1,0,1,83,0.663839
10.1098/rstb.1992.0003,3,1,0,1,596,0.664903
10.1007/978-3-642-65495-4_11,3,1,0,1,77,0.662317
10.1038/35036228,3,1,0,1,1582,0.664465
10.1126/science.273.5281.1542,3,1,0,1,170,0.663287
10.1023/a:1008170818506,3,1,0,1,48,0.664639
10.1523/jneurosci.16-16-05154.1996,3,1,0,1,1130,0.663754
10.1097/00001756-199208000-00018,3,1,0,1,203,0.665859
10.1523/jneurosci.19-13-05493.1999,3,1,0,1,371,0.664644
10.1016/s0896-6273(00)80658-3,3,1,0,1,480,0.665432
10.7208/chicago/9780226471013.001.0001,3,1,0,1,6654,0.658358
10.1038/380069a0,3,1,0,1,1185,0.662604
10.1016/0010-0277(89)90036-x,3,1,0,1,405,0.673239
10.1016/0010-0285(87)90013-2,3,1,0,1,143,0.673194
10.1111/j.1467-9280.1990.tb00209.x,3,1,0,1,143,0.67319
10.1073/pnas.89.1.60,3,2,0,2,472,0.653796
10.1016/0042-6989(92)90102-o,3,1,0,1,276,0.672461
10.1038/343263a0,3,1,0,1,642,0.672943
10.1016/s0960-9822(00)00089-0,3,1,0,1,222,0.672618
10.1126/science.247.4945.978,3,1,0,1,756,0.673206
10.1152/jn.1981.46.2.369,3,1,0,1,957,0.672932
10.1007/bf00279674,3,1,0,1,133,0.673045
10.1152/jn.1987.57.1.132,3,2,0,2,306,0.653965
10.1038/335817a0,3,1,0,1,574,0.673046
10.1152/jn.1991.66.1.170,3,2,0,2,559,0.652446
10.1038/360343a0,3,1,0,1,490,0.672988
10.1152/jn.1993.70.3.1115,3,1,0,1,72,0.673436
10.1098/rspb.1985.0003,3,1,0,1,583,0.672978
10.1016/s0960-9822(95)00096-0,3,1,0,1,12,0.663635
10.1016/s0042-6989(96)00286-6,3,1,0,1,665,0.66377
10.1068/p190773,3,1,0,1,54,0.662805
10.1523/jneurosci.14-11-06336.1994,3,2,0,2,766,0.667223
10.1016/s0926-6410(96)00041-9,3,1,0,1,170,0.66272
10.1523/jneurosci.17-11-04302.1997,3,2,0,2,5928,0.663896
10.1152/jn.1995.74.3.1192,3,2,0,2,554,0.667533
10.1093/brain/115.1.15,3,2,0,2,1099,0.667252
10.1098/rstb.1992.0007,3,1,0,1,132,0.662017
10.1212/wnl.32.4.331,3,2,0,2,757,0.66626
10.1016/0042-6989(94)00273-o,3,1,0,1,260,0.664508
10.1080/14640749308401064,3,2,0,2,180,0.666576
10.1016/0166-2236(85)90051-7,3,1,0,1,69,0.664474
10.1016/0166-2236(90)90184-c,3,1,0,1,218,0.664467
10.1146/annurev.ne.13.030190.000513,3,1,0,1,349,0.663811
10.1002/hbm.460030207,3,1,0,1,57,0.668903
10.1111/1467-9280.00145,3,1,0,1,39,0.664422
10.1152/jn.1994.71.2.821,3,1,0,1,421,0.664284
10.1038/9224,3,1,0,1,886,0.664727
10.1162/jocn.1997.9.5.605,3,1,0,1,870,0.664032
10.1097/00001756-199901180-00035,3,1,0,1,192,0.664321
10.1093/cercor/2.5.375,3,1,0,1,210,0.666244
10.1162/jocn.1997.9.5.555,3,1,0,1,485,0.667391
10.1073/pnas.96.16.9379,3,1,0,1,674,0.665735
10.1162/089892998562799,3,1,0,1,40,0.665197
10.1080/02643298708252038,3,1,0,1,315,0.665491
10.1162/089892999563472,3,1,0,1,234,0.667751
10.1037/h0027474,3,1,0,1,1864,0.665983
10.1080/14640749308401045,3,1,0,1,1492,0.663297
10.1146/annurev.ne.18.030195.001205,3,1,0,1,5942,0.661822
10.1038/380621a0,3,1,0,1,397,0.662768
10.1037/0033-295x.96.1.145,3,1,0,1,469,0.663781
10.1038/379549a0,3,1,0,1,665,0.663355
10.1126/science.2772635,3,1,0,1,435,0.665318
10.1016/0042-6989(82)90010-4,3,1,0,1,81,0.667073
10.1016/0042-6989(84)90044-0,3,1,0,1,153,0.664192
10.1152/jn.1990.64.2.351,3,1,0,1,127,0.662113
10.1007/978-1-4757-1904-8,3,1,0,1,6081,0.660298
10.1177/0883073891006001s11,3,1,0,1,105,0.665643
10.1126/science.270.5237.764,3,1,0,1,234,0.663446
10.1152/jn.1998.80.6.2918,3,1,0,1,546,0.664839
10.1152/jn.1997.78.1.199,3,1,0,1,64,0.667203
10.1038/77722,3,1,0,1,74,0.668838
10.1007/bf00237333,3,1,0,1,118,0.665543
10.1097/00001756-199806220-00045,3,1,0,1,80,0.66318
10.1093/cercor/4.5.455,3,1,0,1,110,0.665005
10.1007/bf00241967,3,1,0,1,173,0.664439
10.1037/0096-1523.13.3.449,3,1,0,1,65,0.666542
10.1152/jn.1995.73.1.218,3,1,0,1,319,0.668716
10.1152/jn.1998.80.1.324,3,1,0,1,274,0.663649
10.1016/0042-6989(94)00279-u,3,1,0,1,943,0.664851
10.1152/jn.1985.53.4.926,3,1,0,1,449,0.666406
10.1016/s0166-2236(96)10070-9,3,1,0,1,1109,0.667735
10.1101/sqb.1996.061.01.006,3,1,0,1,70,0.66252
10.1093/cercor/4.5.523,3,1,0,1,148,0.662058
10.1037/0033-295x.98.3.409,3,1,0,1,576,0.665759
10.3758/bf03196968,3,1,0,1,1021,0.664533
10.1364/josaa.10.000759,3,1,0,1,12,0.662437
10.1037/0096-1523.18.1.121,3,1,0,1,188,0.663354
10.1037/0096-1523.21.6.1506,3,1,0,1,98,0.665072
10.1037/0278-7393.13.4.640,3,1,0,1,151,0.665767
10.1113/jphysiol.1969.sp008862,3,1,0,1,1549,0.664366
10.3758/bf03197620,3,1,0,1,26,0.664287
10.1037/0033-295x.83.1.1,3,1,0,1,891,0.66361
10.1007/978-94-009-4420-6_17,3,1,0,1,21,0.665291
10.2307/1292061,3,1,0,1,109,0.664084
10.1109/tcom.1983.1095851,3,1,0,1,4377,0.66093
10.1113/jphysiol.1968.sp008574,3,1,0,1,2286,0.662136
10.1109/tpami.1986.4767851,3,1,0,1,21513,0.656393
10.1098/rstb.1992.0012,3,1,0,1,207,0.665514
10.1148/radiology.138.2.7455116,3,1,0,1,55,0.662222
10.1037/0033-2909.111.2.291,3,1,0,1,106,0.667325
10.1073/pnas.93.21.12046,3,1,0,1,32,0.660073
10.1016/0042-6989(75)90098-x,3,1,0,1,406,0.665593
10.1152/jappl.1966.21.3.1068,3,1,0,1,638,0.667692
10.1109/tbmel.1963.4322822,3,1,0,1,830,0.665791
10.1152/jn.1969.32.5.727,3,1,0,1,216,0.66886
10.1111/j.1460-9568.2006.04888.x,3,1,0,1,322,0.669261
10.1098/rstb.1971.0078,3,2,0,2,2051,0.66349
10.1037/h0044212,3,1,0,1,224,0.66653
10.1126/science.153.3742.1351,3,1,0,1,1152,0.666972
10.1038/nature01964,3,1,0,1,1046,0.665783
10.1126/science.8351520,3,2,0,2,1836,0.658237
10.1523/jneurosci.15-11-07079.1995,3,1,0,1,545,0.667319
10.1523/jneurosci.2864-06.2007,3,1,0,1,195,0.666842
10.1523/jneurosci.21-05-01635.2001,3,1,0,1,401,0.665985
10.1038/nrn1385,3,1,0,1,495,0.665227
10.1016/s0896-6273(00)00135-5,3,1,0,1,418,0.667264
10.1093/cercor/6.2.81,3,5,0,5,707,0.666091
10.1126/science.1589772,3,3,0,3,967,0.670543
10.1523/jneurosci.16-09-03056.1996,3,5,0,5,471,0.668446
10.1126/science.274.5288.771,3,1,0,1,389,0.708136
10.1002/cne.903130404,3,1,0,1,698,0.707136
10.1016/0304-3940(90)90069-l,3,1,0,1,204,0.707423
10.1523/jneurosci.17-17-06783.1997,3,1,0,1,297,0.706527
10.1016/0306-4522(92)90516-5,3,1,0,1,13,0.707008
10.1146/annurev.neuro.20.1.185,3,2,0,2,1010,0.694229
10.1152/ajplegacy.1941.135.2.281,3,1,0,1,491,0.70709
10.1523/jneurosci.09-08-02907.1989,3,3,0,3,543,0.693291
10.1098/rstb.1997.0139,3,2,0,2,238,0.704205
10.1152/jn.1961.24.1.26,3,1,0,1,115,0.70677
10.1152/jn.1961.24.1.50,3,1,0,1,90,0.705871
10.1152/jn.1985.54.6.1473,3,1,0,1,460,0.707086
10.1152/jn.1987.57.1.260,3,1,0,1,513,0.707556
10.1126/science.8235588,3,1,0,1,2815,0.708282
10.1523/jneurosci.13-08-03252.1993,3,1,0,1,1540,0.707382
10.1523/jneurosci.13-08-03266.1993,3,1,0,1,731,0.707664
10.1038/35094565,3,1,0,1,2698,0.709924
10.1126/science.1070502,3,1,0,1,649,0.709451
10.1073/pnas.161274398,3,2,0,2,123,0.689671
10.1126/science.1071111,3,1,0,1,283,0.708163
10.1152/jn.2001.86.1.1,3,1,0,1,402,0.708252
10.1016/s0896-6273(02)00586-x,3,1,0,1,2695,0.708465
10.1523/jneurosci.15-01-00030.1995,3,1,0,1,927,0.708116
10.1016/0031-9384(92)90134-n,3,1,0,1,29,0.696665
10.1111/j.1460-9568.1993.tb00493.x,3,1,0,1,40,0.697428
10.1152/jn.1995.73.1.20,3,1,0,1,172,0.696298
10.1126/science.8511592,3,1,0,1,402,0.695688
10.1101/lm.46502,3,1,0,1,193,0.696455
10.1162/089892904322755557,3,1,0,1,100,0.696053
10.1016/s0301-0082(03)00018-2,3,1,0,1,171,0.697508
10.1038/382252a0,3,1,0,1,815,0.697464
10.1007/bf00711551,3,1,0,1,116,0.696698
10.1523/jneurosci.23-34-10897.2003,3,1,0,1,246,0.696663
10.1146/annurev.ps.41.020190.003013,3,1,0,1,153,0.695705
10.2466/pms.1972.34.1.283,3,1,0,1,53,0.696486
10.1093/sleep/2.2.193,3,1,0,1,14,0.696258
10.1016/s0169-328x(98)00057-6,3,1,0,1,73,0.695972
10.1016/s0006-8993(00)03008-0,3,1,0,1,277,0.697216
10.1093/sleep/23.4.9,3,1,0,1,106,0.696788
10.1016/s0896-6273(03)00814-6,3,1,0,1,533,0.696761
10.1152/jn.1997.78.1.335,3,1,0,1,118,0.695152
10.1038/304111a0,3,2,0,2,623,0.660899
10.1101/lm.73504,3,5,0,5,266,0.666774
10.1111/j.2517-6161.1995.tb02031.x,3,1,0,1,82557,0.689442
10.1214/aos/1013699998,3,1,0,1,7635,0.6576
10.1038/35036213,3,2,0,2,1312,0.660481
10.1523/jneurosci.17-05-01880.1997,3,1,0,1,586,0.667442
10.1038/nn1788,3,1,0,1,118,0.665407
10.1073/pnas.0700222104,3,1,0,1,91,0.666559
10.1038/304158a0,3,1,0,1,335,0.668036
10.1002/hipo.20106,3,1,0,1,261,0.669146
10.1016/j.neuron.2006.10.023,3,2,0,2,422,0.667532
10.1371/journal.pbio.0030402,3,1,0,1,870,0.665263
10.1126/science.1585183,3,2,0,2,1949,0.657274
10.1037/0735-7044.109.2.195,3,1,0,1,381,0.665272
10.1002/1098-1063(2000)10:4<438::aid-hipo10>3.0.co;2-3,3,1,0,1,271,0.666354
10.1016/j.neuron.2008.01.036,3,2,0,2,142,0.668882
10.1126/science.1529342,3,1,0,1,261,0.716402
10.1037/0735-7044.99.6.1040,3,1,0,1,259,0.7115
10.1113/jphysiol.1973.sp010274,3,1,0,1,1128,0.715683
10.1523/jneurosci.14-10-06160.1994,3,1,0,1,286,0.713905
10.1126/science.164.3881.828,3,1,0,1,306,0.713245
10.1016/s0893-6080(05)80042-5,3,1,0,1,53,0.713794
10.1016/0006-8993(87)90496-3,3,1,0,1,75,0.714372
10.1016/0006-8993(78)90030-6,3,1,0,1,508,0.714808
10.1098/rstb.1990.0164,3,1,0,1,203,0.718444
10.1016/s0006-3495(67)86597-4,3,1,0,1,1048,0.716876
10.1146/annurev.ne.10.030187.001023,3,1,0,1,464,0.715639
10.1088/0954-898x_2_4_004,3,1,0,1,200,0.713412
10.1152/jn.1972.35.2.230,3,1,0,1,60,0.712283
10.1152/jn.1988.60.3.909,3,1,0,1,255,0.680961
10.1152/jn.1993.70.4.1629,3,1,0,1,441,0.681885
10.1152/jn.1989.61.5.900,3,1,0,1,885,0.680381
10.1023/a:1008861001091,3,2,0,2,53,0.654878
10.1523/jneurosci.18-24-10464.1998,3,1,0,1,3768,0.682762
10.1162/neco.1996.8.1.85,3,2,0,2,271,0.656946
10.1126/science.290.5492.812,3,2,0,2,359,0.656146
10.1038/nn834,3,2,0,2,686,0.696361
10.1523/jneurosci.07-03-00774.1987,3,1,0,1,441,0.680073
10.1037/0735-7044.116.2.286,3,1,0,1,237,0.680424
10.1523/jneurosci.19-10-04090.1999,3,4,0,4,609,0.668559
10.1016/0306-4522(83)90010-6,3,1,0,1,552,0.68136
10.1016/s0896-6273(01)00186-6,3,1,0,1,864,0.681654
10.1126/science.275.5297.213,3,1,0,1,3131,0.683027
10.1073/pnas.94.16.8918,3,1,0,1,421,0.680829
10.1016/s0896-6273(00)81072-7,3,1,0,1,411,0.68009
10.1038/nature00807,3,1,0,1,554,0.68267
10.1016/s0959-4388(99)80025-7,3,1,0,1,97,0.732301
10.1038/nn1202,3,2,0,2,143,0.670855
10.1126/science.271.5257.1870,3,1,0,1,922,0.736642
10.1126/science.1073538,3,1,0,1,338,0.735304
10.1371/journal.pbio.0020024,3,1,0,1,195,0.731977
10.1016/s0896-6273(00)80773-4,3,2,0,2,839,0.667889
10.1016/j.tins.2004.12.001,3,1,0,1,356,0.732681
10.1523/jneurosci.19-21-09497.1999,3,1,0,1,746,0.731528
10.1093/brain/120.7.1173,3,1,0,1,992,0.696956
10.1006/nimg.2001.0806,3,1,0,1,393,0.697198
10.1093/cercor/12.9.893,3,1,0,1,88,0.697711
10.1037/0096-3445.120.3.235,3,1,0,1,424,0.697191
10.1006/nimg.2002.1091,3,1,0,1,624,0.69694
10.1523/jneurosci.22-15-06830.2002,3,1,0,1,672,0.697003
10.1016/0166-4328(95)00012-i,3,1,0,1,263,0.696463
10.1016/s0896-6273(03)00095-3,3,1,0,1,631,0.696573
10.1523/jneurosci.17-12-04800.1997,3,1,0,1,259,0.697286
10.1016/0166-4328(95)00015-l,3,1,0,1,89,0.69652
10.1038/35084005,3,1,0,1,5039,0.696356
10.1016/j.conb.2007.02.006,3,1,0,1,223,0.664968
10.1126/science.1098180,3,1,0,1,526,0.664847
10.1016/0166-4328(95)00034-8,3,1,0,1,191,0.667558
10.1038/nn1369,3,1,0,1,88,0.665673
10.1101/lm.726008,3,2,0,2,234,0.66896
10.1038/nn.2337,3,1,0,1,662,0.665821
10.1007/bf00185879,3,1,0,1,12,0.66491
10.1093/brain/awn103,3,1,0,1,327,0.66752
10.1038/nn1961,3,2,0,2,1037,0.666905
10.1016/s0896-6273(03)00752-9,3,1,0,1,451,0.667974
10.1038/nature04587,3,2,0,2,1366,0.666811
10.1126/science.1164685,3,2,0,2,380,0.669772
10.1523/jneurosci.3524-04.2004,3,1,0,1,277,0.665542
10.1016/j.nlm.2006.10.006,3,1,0,1,97,0.665352
10.3758/bf03194952,3,1,0,1,224,0.676765
10.1002/1099-0720(200103/04)15:2<159::aid-acp694>3.0.co;2-d,3,1,0,1,32,0.677382
10.1016/j.neuron.2005.10.009,3,1,0,1,96,0.677212
10.1101/lm.90405,3,1,0,1,85,0.677505
10.1038/77744,3,1,0,1,530,0.676989
10.1016/s1053-8119(03)00278-7,3,1,0,1,216,0.677075
10.1126/science.287.5451.248,3,1,0,1,3240,0.663098
10.1016/b978-008045046-9.00770-1,3,1,0,1,13,0.662769
10.1016/j.brainresbull.2003.09.004,3,1,0,1,901,0.664641
10.1038/nrn2590,3,1,0,1,590,0.661632
10.1016/s0166-2236(02)00042-5,3,1,0,1,567,0.665894
10.1101/lm.7.2.73,3,1,0,1,702,0.664114
10.1038/35021052,3,1,0,1,2137,0.666855
10.1126/science.160.3827.554,3,1,0,1,643,0.664007
10.1016/s0896-6273(03)00674-3,3,1,0,1,269,0.666589
10.1038/nn1871,3,1,0,1,142,0.667521
10.1038/nn1667,3,1,0,1,136,0.666597
10.1038/nature08637,3,1,0,1,974,0.669135
10.1038/nn.2498,3,1,0,1,186,0.66586
10.1101/lm.365707,3,1,0,1,417,0.66881
10.1101/lm.486107,3,1,0,1,176,0.668641
10.1371/journal.pone.0007519,3,1,0,1,68,0.671425
10.1126/science.1148979,3,1,0,1,438,0.665357
10.1038/nrn2762,3,1,0,1,2940,0.662936
10.1523/jneurosci.18-18-07411.1998,3,1,0,1,458,0.662671
10.1016/j.tics.2006.11.004,3,1,0,1,2010,0.662031
10.1155/2008/381243,3,1,0,1,322,0.661539
10.1093/brain/awm146,3,1,0,1,346,0.66601
10.1111/j.1460-9568.2007.05684.x,3,1,0,1,132,0.662691
10.1523/jneurosci.2862-08.2008,3,1,0,1,188,0.663716
10.1002/hipo.20345,3,1,0,1,326,0.666012
10.1523/jneurosci.3761-07.2007,3,1,0,1,833,0.662822
10.1002/hipo.20022,3,1,0,1,56,0.662891
10.1038/342175a0,3,1,0,1,420,0.666906
10.1017/cbo9780511623257,3,1,0,1,1057,0.664989
10.1016/0022-5193(64)90067-0,3,1,0,1,160,0.666146
10.1016/s0079-6123(08)61257-1,3,1,0,1,256,0.668524
10.1038/nn1905,3,1,0,1,459,0.66761
10.1103/physreve.58.7738,3,1,0,1,145,0.669122
10.1523/jneurosci.4724-06.2007,3,1,0,1,111,0.666488
10.1016/j.neuron.2006.08.016,3,1,0,1,66,0.665453
10.1002/hipo.450010207,3,2,0,2,449,0.668708
10.1126/science.1071089,3,1,0,1,490,0.664011
10.1523/jneurosci.2857-06.2006,3,1,0,1,46,0.668714
10.1002/hipo.20327,3,1,0,1,587,0.663623
10.1016/j.tins.2005.01.007,3,1,0,1,80,0.669589
10.1002/hipo.20091,3,1,0,1,327,0.666642
10.1007/bf00243212,3,1,0,1,425,0.668459
10.1002/cne.902460403,3,1,0,1,403,0.665131
10.1097/00001756-199902250-00033,3,1,0,1,119,0.670717
10.1523/jneurosci.23-26-08827.2003,3,1,0,1,284,0.664224
10.1126/science.1257783,3,1,0,1,400,0.665063
10.1152/jn.1983.50.5.1197,3,1,0,1,279,0.660548
10.1523/jneurosci.5475-09.2010,3,1,0,1,77,0.664641
10.1523/jneurosci.4755-08.2009,3,1,0,1,142,0.667141
10.1121/1.380686,3,1,0,1,58,0.666793
10.1002/(sici)1096-9861(19980824)398:2<179::aid-cne3>3.0.co;2-y,3,1,0,1,573,0.664488
10.1002/hipo.450050503,3,1,0,1,428,0.666271
10.1152/jn.00827.2005,3,1,0,1,30,0.664819
10.1152/jn.1996.76.3.1698,3,1,0,1,351,0.664028
10.1152/jn.1986.55.2.331,3,1,0,1,34,0.666614
10.1016/j.tins.2008.06.008,3,1,0,1,395,0.667093
10.1523/jneurosci.19-01-00274.1999,3,1,0,1,843,0.664624
10.1126/science.144.3618.555,3,1,0,1,60,0.667337
10.3758/bf03203109,3,1,0,1,47,0.664187
10.1523/jneurosci.2975-03.2004,3,1,0,1,258,0.664371
10.1523/jneurosci.07-03-00716.1987,3,1,0,1,269,0.664999
10.1016/j.beproc.2006.08.005,3,1,0,1,22,0.666276
10.1115/1.3656559,3,1,0,1,123,0.71089
10.1080/00207216108937350,3,1,0,1,119,0.712059
10.1109/proc.1963.2123,3,1,0,1,19,0.710545
10.1137/1105015,3,1,0,1,242,0.710759
10.1145/322234.322243,3,1,0,1,1154,0.654615
10.1137/0206049,3,1,0,1,479,0.654717
10.1016/0022-0000(85)90045-5,3,2,0,2,149,0.654062
10.1287/mnsc.34.3.391,3,1,0,1,1151,0.661786
10.2514/3.20721,3,1,0,1,58,0.662926
10.1111/j.1467-8640.1989.tb00324.x,3,2,0,2,429,0.653413
10.1016/0004-3702(72)90051-3,3,1,0,1,526,0.663383
10.1016/0004-3702(71)90010-5,3,2,0,2,2345,0.652746
10.1016/0004-3702(86)90031-7,3,1,0,1,819,0.666546
10.1177/105971239300100403,3,1,0,1,78,0.66609
10.1287/opre.34.6.871,3,1,0,1,759,0.665655
10.1287/opre.27.5.1041,3,1,0,1,48,0.664401
10.1007/bf02551353,3,1,0,1,35,0.66091
10.1016/0022-247x(69)90163-2,3,3,0,3,47,0.672626
10.1515/9781400874668,3,1,0,1,2467,0.662149
10.1137/0327034,3,1,0,1,46,0.664415
10.1016/0167-6911(88)90043-6,3,1,0,1,19,0.663524
10.1007/bf01448194,3,1,0,1,16,0.660964
10.1287/inte.15.6.73,3,1,0,1,74,0.665065
10.1287/inte.18.5.55,3,2,0,2,53,0.666299
10.1007/978-1-4615-6746-2,3,1,0,1,319,0.666228
10.1287/opre.36.3.437,3,1,0,1,80,0.664372
10.1007/978-1-4419-8714-3,3,1,0,2,284,0.661118
10.1002/1520-6750(198810)35:5<447::aid-nav3220350509>3.0.co;2-i,3,1,0,1,23,0.662476
10.1287/opre.13.5.712,3,1,0,1,24,0.661735
10.1109/tssc.1965.300058,3,1,0,1,28,0.665422
10.1177/027836498800700101,3,1,0,1,183,0.651347
10.1016/0004-3702(87)90092-0,3,1,0,1,495,0.651401
10.1016/0004-3702(90)90060-d,3,1,0,1,1070,0.65049
10.1016/0004-3702(88)90087-2,3,1,0,1,66,0.650248
10.1016/0004-3702(88)90056-2,3,1,0,1,73,0.652323
10.1207/s15516709cog0102_2,3,1,0,1,70,0.650844
10.1016/0004-3702(90)90040-7,3,1,0,1,81,0.650539
10.1016/0004-3702(94)90002-7,3,1,0,1,30,0.649938
10.1177/027836498400300101,3,1,0,1,559,0.650333
10.1002/int.4550060404,3,1,0,1,24,0.650881
